ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
727,18.476808,77.396421,13.1,-40.0,7.36,5.67,Negativno,Ne
728,18.477683,77.396429,13.5,-42.5,6.34,4.54,Negativno,Ne
729,18.474737,77.386816,3.2,-30.5,6.93,3.06,Negativno,Ne
730,18.453904,77.379572,11.5,-67.1,7.37,2.72,Negativno,Ne
731,18.47204,77.391834,7.9,-40.5,5.95,1.78,Negativno,Ne
732,18.488675,77.392013,10.1,-15.1,7.6,1.12,Negativno,Ne
733,18.454707,77.395577,12.7,-51.1,6.81,3.85,Negativno,Da
734,18.486514,77.382271,12.2,-53.6,6.19,2.01,Negativno,Ne
735,18.492871,77.382211,11.0,-53.3,6.79,1.94,Negativno,Ne
736,18.48536,77.396429,0.4,-36.8,7.66,2.43,Negativno,Da
737,18.476562,77.39836,5.5,-60.3,7.32,2.21,Negativno,Ne
738,18.486557,77.412999,5.1,-59.6,7.0,4.5,Negativno,Ne
739,18.47767,77.374543,7.2,-64.6,7.49,1.8,Negativno,Ne
740,18.475686,77.392195,12.2,-48.8,6.58,5.26,Pozitivno,Ne
741,18.464109,77.379104,9.5,-67.9,7.7,5.52,Negativno,Ne
742,18.472109,77.377587,5.3,-37.5,6.81,5.19,Pozitivno,Ne
743,18.470138,77.373925,5.8,-42.0,6.89,1.18,Negativno,Ne
744,18.480392,77.413555,10.4,-42.8,6.07,1.83,Negativno,Ne
745,18.480891,77.398112,2.2,-66.4,6.24,0.13,Negativno,Ne
746,18.487382,77.400836,11.6,-81.6,6.89,1.2,Pozitivno,Ne
747,18.476202,77.409878,1.1,-17.4,6.88,4.34,Negativno,Da
748,18.475981,77.387152,2.4,-76.7,7.6,2.6,Negativno,Ne
749,18.478625,77.387669,0.7,-54.1,6.36,2.24,Negativno,Ne
750,18.493515,77.386467,2.8,-64.6,6.96,0.96,Negativno,Ne
751,18.467672,77.409549,8.9,-41.9,6.69,4.96,Negativno,Ne
752,18.480659,77.412741,3.9,-42.4,7.55,5.56,Negativno,Ne
754,18.486451,77.37974,13.3,-19.7,7.19,10.481932953487156,Pozitivno,Da
755,18.500873,77.388655,13.1,-26.0,6.71,1.84,Negativno,Ne
756,18.477855,77.370057,13.9,-54.6,7.41,4.29,Negativno,Ne
757,18.468973,77.385364,4.0,-10.1,6.85,6.860217924749077,Pozitivno,Da
758,18.474195,77.389609,12.7,-59.1,6.5,2.35,Negativno,Ne
759,18.479377,77.399472,10.6,-46.2,8.28,5.47,Negativno,Ne
760,18.470059,77.39573,1.1,-37.4,6.63,5.88,Negativno,Ne
761,18.487362,77.368476,5.6,-58.9,7.01,1.1,Pozitivno,Ne
762,18.482092,77.381551,13.0,-41.8,7.55,4.3,Negativno,Da
763,18.477172,77.394705,10.3,-76.0,7.06,5.92,Negativno,Ne
764,18.491066,77.398401,12.5,-41.3,7.24,1.07,Negativno,Ne
765,18.473753,77.392313,3.4,-66.2,6.36,0.15,Negativno,Ne
766,18.475239,77.39087,10.0,-42.5,5.95,3.58,Negativno,Ne
767,18.475179,77.394064,9.5,-38.6,7.25,0.17,Negativno,Ne
768,18.477802,77.385488,0.3,-40.3,7.19,3.2,Negativno,Ne
769,18.481447,77.389701,3.7,-41.3,6.99,5.15,Negativno,Ne
770,18.48031,77.383622,13.6,-39.2,7.16,0.34,Negativno,Ne
771,18.489161,77.390369,8.4,-57.8,8.04,0.95,Negativno,Ne
772,18.488926,77.398569,5.1,-52.4,6.39,1.42,Negativno,Ne
773,18.48602,77.398568,13.9,-51.4,7.05,0.62,Negativno,Ne
774,18.485644,77.368206,4.8,-26.8,7.5,4.83,Negativno,Ne
775,18.471603,77.413453,5.9,-59.8,6.96,1.51,Negativno,Ne
776,18.479127,77.403354,7.8,-24.6,7.43,3.71,Negativno,Ne
777,18.492852,77.392995,7.7,-37.6,7.38,3.95,Negativno,Ne
778,18.496728,77.39366,8.5,-41.0,7.59,5.85,Negativno,Ne
779,18.487285,77.383206,14.4,-45.6,7.07,4.0,Negativno,Ne
780,18.48413,77.393221,0.5,-70.0,7.43,4.14,Negativno,Ne
781,18.470476,77.393334,14.1,-56.8,6.7,1.73,Negativno,Ne
782,18.491838,77.382079,4.3,-49.5,7.04,0.38,Pozitivno,Ne
783,18.47339,77.392153,3.7,-52.5,7.67,3.77,Negativno,Da
784,18.477181,77.377706,2.8,-36.0,7.0,0.47,Negativno,Ne
785,18.46697,77.380106,6.7,-70.0,7.22,0.8,Negativno,Ne
786,18.480579,77.408108,8.3,-56.9,7.59,3.73,Negativno,Ne
787,18.480953,77.404044,0.3,-77.2,6.52,0.96,Negativno,Ne
788,18.481725,77.373065,14.1,-45.2,6.83,1.69,Negativno,Ne
789,18.486172,77.384753,9.8,-75.6,6.52,4.82,Negativno,Ne
790,18.479073,77.388142,2.2,-43.8,7.16,2.45,Negativno,Ne
791,18.485205,77.374101,11.6,-46.1,7.37,0.29,Pozitivno,Ne
792,18.480544,77.405342,14.2,-51.7,6.79,4.6,Negativno,Ne
793,18.473326,77.385694,12.2,-40.4,7.01,1.95,Negativno,Ne
794,18.475098,77.38654,14.5,-42.2,6.29,0.78,Negativno,Ne
795,18.476743,77.392484,14.4,-57.8,7.47,4.22,Pozitivno,Ne
796,18.485338,77.394365,3.8,-47.8,7.37,2.0,Pozitivno,Ne
797,18.487785,77.381285,7.6,-77.9,6.98,2.03,Negativno,Ne
798,18.46513,77.394796,8.9,-51.7,7.58,0.19,Negativno,Da
799,18.476588,77.374816,3.5,-33.0,6.25,4.95,Negativno,Ne
800,18.469653,77.390753,11.2,-43.7,7.29,4.92,Negativno,Ne
801,18.477681,77.388591,5.9,-36.2,6.36,1.23,Negativno,Ne
802,18.487147,77.370345,8.8,-66.7,7.26,5.26,Negativno,Ne
803,18.487245,77.401882,5.9,-56.3,7.47,0.81,Negativno,Ne
804,18.498119,77.379271,7.7,-54.3,7.47,5.38,Negativno,Ne
805,18.470369,77.394415,6.0,-23.8,6.49,1.98,Negativno,Ne
806,18.48451,77.393523,4.2,-61.2,6.53,0.32,Negativno,Ne
807,18.470433,77.399452,7.3,-32.1,6.76,3.18,Negativno,Ne
808,18.483469,77.382104,8.4,-54.2,7.43,0.79,Pozitivno,Ne
809,18.472029,77.396925,5.2,-68.5,6.96,2.5,Negativno,Ne
810,18.484824,77.409554,6.0,-60.4,6.68,5.67,Negativno,Ne
811,18.498488,77.3911,0.9,-52.2,6.41,2.3,Negativno,Ne
812,18.497311,77.377645,7.7,-72.0,7.59,3.1,Negativno,Da
813,18.471073,77.399059,7.0,-65.5,7.09,1.98,Negativno,Ne
814,18.475842,77.397949,9.3,-41.0,7.11,4.65,Negativno,Ne
815,18.481128,77.389233,5.1,-51.4,6.31,2.15,Negativno,Ne
816,18.459993,77.385478,14.8,-22.4,6.77,4.09,Negativno,Ne
817,18.475923,77.383999,7.6,-56.8,6.93,5.66,Pozitivno,Ne
818,18.472783,77.385999,3.8,-42.2,7.21,2.92,Negativno,Ne
819,18.473691,77.395298,13.1,-74.3,6.37,4.2,Negativno,Ne
820,18.474495,77.393704,0.5,-30.6,6.58,2.3,Negativno,Ne
821,18.489572,77.397362,1.3,-30.0,6.86,3.28,Negativno,Ne
822,18.462063,77.389129,10.1,-57.1,6.83,2.06,Negativno,Ne
823,18.481671,77.381943,12.1,-63.1,7.09,2.9,Negativno,Ne
824,18.477059,77.377923,6.9,-34.4,6.85,3.53,Negativno,Ne
825,18.459479,77.397439,1.6,-29.0,6.88,4.12,Negativno,Ne
826,18.461439,77.385462,6.2,-41.6,7.03,2.53,Negativno,Ne
827,18.4656,77.395614,0.7,-43.3,6.68,4.47,Negativno,Ne
828,18.481305,77.401198,7.7,-59.3,6.8,2.39,Negativno,Ne
829,18.491767,77.394706,0.7,-41.8,7.08,5.6,Negativno,Ne
830,18.463331,77.392386,1.9,-8.6,6.99,1.41,Negativno,Ne
831,18.489416,77.399191,3.3,-52.9,6.06,1.84,Pozitivno,Ne
832,18.48069,77.396232,13.9,-51.2,7.21,3.99,Negativno,Ne
833,18.461098,77.38851,5.0,-37.3,7.47,4.08,Negativno,Ne
834,18.477612,77.388879,11.0,-30.2,7.75,2.13,Negativno,Ne
835,18.491385,77.400032,10.3,-23.0,6.84,3.8,Negativno,Ne
836,18.490583,77.381636,12.0,-59.6,6.38,4.02,Negativno,Ne
837,18.494402,77.392877,13.0,-69.3,6.5,3.13,Negativno,Ne
838,18.488761,77.386885,14.9,-45.0,6.73,2.56,Negativno,Ne
839,18.498424,77.389552,4.9,-63.3,6.94,1.67,Negativno,Ne
840,18.482353,77.407612,12.7,-56.6,7.0,1.67,Negativno,Ne
841,18.465723,77.387654,1.8,-41.0,6.63,1.34,Negativno,Ne
842,18.474222,77.395353,4.6,-53.7,6.87,4.62,Negativno,Ne
843,18.481576,77.390893,11.3,-53.5,6.8,5.6,Negativno,Ne
844,18.468601,77.372242,6.5,-37.2,5.78,2.39,Negativno,Ne
845,18.473288,77.387486,11.9,-33.6,7.85,1.77,Negativno,Ne
846,18.469163,77.39205,11.0,-51.9,7.72,4.73,Negativno,Da
847,18.476829,77.396396,4.3,-60.7,7.4,3.84,Negativno,Ne
848,18.477748,77.403065,2.9,-85.8,6.75,4.11,Negativno,Ne
849,18.491268,77.38186,6.7,-55.9,6.74,1.62,Negativno,Ne
850,18.484912,77.392921,3.6,-39.6,7.33,5.83,Pozitivno,Ne
851,18.49551,77.388866,7.9,-61.6,7.64,0.58,Negativno,Ne
852,18.500141,77.397558,13.3,-62.2,6.72,1.29,Negativno,Ne
853,18.49767,77.381941,1.7,-33.7,6.51,0.35,Negativno,Ne
854,18.47539,77.40075,13.6,-72.6,6.78,0.15,Negativno,Ne
855,18.478927,77.405607,13.0,-58.7,7.34,1.08,Negativno,Ne
856,18.471307,77.401013,3.2,-65.8,7.6,4.66,Negativno,Ne
857,18.4693,77.412289,8.2,-41.2,7.12,1.07,Negativno,Ne
858,18.482101,77.390369,10.6,-58.4,6.04,5.24,Pozitivno,Ne
859,18.484395,77.377349,12.6,-47.7,6.32,1.33,Pozitivno,Ne
860,18.457696,77.386834,10.8,-62.3,7.5,0.2,Negativno,Ne
861,18.497437,77.402227,6.2,-52.6,6.6,4.48,Negativno,Ne
862,18.461487,77.389003,2.0,-49.3,7.04,4.03,Negativno,Ne
863,18.497809,77.39703,13.3,-54.5,7.51,3.16,Negativno,Ne
864,18.49012,77.39435,0.9,-33.7,7.04,1.12,Negativno,Ne
865,18.481124,77.382201,6.7,-48.3,7.21,5.13,Negativno,Ne
866,18.475433,77.369805,6.5,-29.1,6.93,3.87,Pozitivno,Ne
867,18.462412,77.410491,13.0,-36.9,6.76,2.63,Negativno,Ne
868,18.469814,77.384348,5.4,-6.5,6.56,6.570217924749077,Pozitivno,Da
869,18.48823,77.374935,6.0,-63.2,7.08,5.38,Negativno,Ne
870,18.47918,77.407025,5.5,-12.0,6.39,5.05,Negativno,Ne
871,18.483997,77.393692,13.0,-62.6,6.27,3.57,Negativno,Ne
872,18.467724,77.392771,0.9,-61.7,6.91,3.47,Negativno,Ne
873,18.486571,77.387803,10.1,-8.3,7.36,7.099367678412055,Pozitivno,Da
874,18.498306,77.388756,0.2,-79.8,6.5,2.77,Negativno,Ne
875,18.473496,77.399415,7.5,-19.1,6.49,5.74,Negativno,Ne
876,18.480926,77.398181,6.5,-49.2,6.7,3.29,Negativno,Ne
877,18.47169,77.379301,5.8,-55.8,7.08,5.09,Negativno,Ne
878,18.487714,77.382099,9.5,-33.1,6.94,4.6,Negativno,Ne
879,18.480379,77.387677,7.8,-83.3,7.0,1.54,Negativno,Ne
880,18.470498,77.393911,4.6,-53.1,6.97,5.03,Negativno,Ne
881,18.485738,77.389041,8.3,-7.0,7.2,5.859367678412054,Pozitivno,Da
882,18.49147,77.406792,7.5,-32.0,6.3,2.09,Pozitivno,Ne
883,18.484201,77.388229,2.9,-18.3,6.95,4.579367678412054,Pozitivno,Da
884,18.481728,77.387212,14.3,-66.2,6.56,4.98,Negativno,Ne
885,18.475471,77.395358,1.4,-25.6,7.66,1.88,Negativno,Ne
886,18.462637,77.384023,4.0,-65.4,6.99,2.26,Negativno,Ne
887,18.497014,77.383246,7.7,-70.4,7.49,5.03,Negativno,Ne
888,18.47688,77.389335,2.3,-78.6,7.07,2.5,Negativno,Ne
889,18.475462,77.392687,14.2,-49.9,7.7,0.91,Negativno,Ne
890,18.479192,77.382847,10.4,-51.4,7.35,4.24,Negativno,Ne
891,18.467685,77.392625,1.1,-53.1,6.43,1.95,Negativno,Ne
892,18.477878,77.401478,2.2,-54.0,6.56,1.33,Negativno,Ne
893,18.483454,77.387358,7.0,-16.0,6.61,9.739367678412052,Pozitivno,Da
894,18.477825,77.391373,11.6,-29.7,7.45,2.62,Negativno,Ne
895,18.477951,77.407306,13.7,-50.4,7.05,5.12,Negativno,Ne
896,18.482987,77.401901,11.0,-55.1,7.1,2.56,Negativno,Ne
897,18.468235,77.393407,12.0,-43.9,7.07,3.47,Negativno,Ne
898,18.485082,77.386126,8.6,-18.4,6.7,9.079367678412057,Pozitivno,Da
899,18.490835,77.386942,4.1,-41.3,7.14,5.38,Pozitivno,Ne
900,18.498408,77.383544,13.2,-63.8,6.46,4.21,Negativno,Ne
901,18.472535,77.393996,1.3,-34.8,7.12,2.79,Negativno,Ne
902,18.488667,77.384151,13.8,-50.8,8.01,3.05,Negativno,Ne
903,18.468819,77.393537,9.0,-77.6,6.25,0.78,Negativno,Ne
904,18.479273,77.386889,2.4,-41.0,6.26,5.45,Negativno,Ne
905,18.471933,77.37406,8.6,-44.6,6.79,4.53,Negativno,Ne
906,18.477123,77.398547,0.8,-38.4,7.25,2.01,Pozitivno,Ne
907,18.48197,77.382794,10.0,-53.6,6.57,5.87,Negativno,Ne
908,18.48704,77.379956,5.5,-14.7,6.79,6.461932953487157,Pozitivno,Da
909,18.486013,77.389852,9.3,-42.3,6.93,5.09,Negativno,Ne
910,18.482391,77.394821,14.8,-43.8,7.52,4.02,Negativno,Ne
911,18.476969,77.403102,3.7,-55.8,6.56,1.7,Negativno,Ne
912,18.464465,77.384823,14.1,-47.0,7.07,4.8,Negativno,Ne
913,18.470823,77.381971,10.6,-75.8,6.63,3.06,Negativno,Ne
914,18.472134,77.38876,8.2,-47.9,7.06,4.92,Negativno,Ne
915,18.46843,77.400751,13.2,-42.3,6.43,2.48,Negativno,Ne
916,18.496278,77.401372,8.6,-64.3,6.91,2.52,Negativno,Da
917,18.49821,77.388843,2.8,-58.9,7.83,3.76,Negativno,Ne
918,18.478301,77.390393,6.1,-72.2,7.34,4.09,Negativno,Ne
919,18.478864,77.386455,8.1,-37.2,6.7,2.46,Negativno,Ne
920,18.49526,77.389443,13.3,-31.0,6.64,4.59,Negativno,Ne
921,18.479735,77.378362,9.7,-43.8,6.73,3.62,Negativno,Ne
922,18.50155,77.382682,13.4,-31.5,6.25,1.83,Negativno,Ne
923,18.496681,77.37174,4.9,-64.4,6.63,0.12,Negativno,Ne
924,18.475996,77.387972,5.1,-64.9,6.78,3.45,Negativno,Ne
925,18.467967,77.3849,6.1,-12.5,7.18,5.000217924749077,Pozitivno,Da
926,18.475674,77.379886,13.8,-61.6,6.8,0.92,Negativno,Ne
927,18.458411,77.390154,11.1,-74.7,6.77,2.06,Negativno,Ne
928,18.468265,77.380531,5.9,-98.1,6.25,5.87,Negativno,Ne
929,18.485976,77.395299,14.7,-21.9,6.93,5.96,Negativno,Ne
930,18.48846,77.410766,13.2,-49.9,6.92,4.82,Negativno,Ne
931,18.468094,77.38159,9.5,-48.8,7.23,5.98,Negativno,Ne
932,18.482812,77.399373,12.6,-51.6,7.11,1.58,Negativno,Ne
933,18.473536,77.386298,0.7,-29.2,7.55,2.35,Negativno,Ne
934,18.475576,77.399235,6.8,-37.2,6.79,4.35,Negativno,Ne
935,18.470546,77.404015,11.2,-36.1,7.75,2.78,Negativno,Ne
936,18.477037,77.391783,3.1,-53.4,7.37,2.24,Negativno,Ne
937,18.500514,77.382757,7.0,-42.6,6.95,4.9,Negativno,Ne
938,18.506905,77.385302,0.5,-69.3,7.5,4.47,Pozitivno,Ne
939,18.488171,77.396657,14.5,-45.2,7.31,5.48,Negativno,Ne
940,18.471318,77.391191,9.4,-38.8,7.52,4.95,Negativno,Ne
941,18.478598,77.390832,4.7,-82.2,7.35,2.27,Negativno,Ne
942,18.47471,77.409168,10.1,-39.8,7.77,0.45,Negativno,Ne
943,18.489703,77.397198,12.9,-42.8,7.11,5.32,Negativno,Ne
944,18.469492,77.383874,6.9,-7.9,7.81,7.520217924749076,Pozitivno,Da
945,18.479028,77.389554,4.1,-40.4,7.35,5.69,Negativno,Ne
946,18.478752,77.370895,9.7,-56.4,7.5,4.6,Negativno,Ne
947,18.482009,77.375691,9.7,-74.4,7.14,4.35,Negativno,Ne
948,18.468356,77.399053,6.7,-46.5,6.53,5.25,Negativno,Ne
949,18.463048,77.378655,10.1,-67.6,6.1,4.62,Negativno,Ne
950,18.493175,77.366202,6.1,-72.5,7.47,2.27,Negativno,Ne
951,18.474864,77.395152,11.5,-27.2,7.61,2.96,Negativno,Ne
952,18.478001,77.400404,7.3,-40.6,6.37,3.57,Negativno,Ne
953,18.480771,77.393732,13.0,-77.2,6.71,2.71,Negativno,Ne
954,18.492507,77.379261,11.2,-36.9,7.61,3.41,Negativno,Ne
955,18.483755,77.389681,11.2,-76.5,8.39,2.08,Negativno,Ne
956,18.472094,77.398689,7.1,-40.5,6.07,5.98,Negativno,Ne
957,18.485512,77.390543,15.0,-62.6,6.25,0.54,Negativno,Ne
958,18.470015,77.408057,6.4,-63.9,7.23,0.86,Negativno,Ne
959,18.4909,77.387245,10.6,-57.0,6.48,2.83,Negativno,Ne
960,18.492492,77.401428,2.7,-50.9,7.34,3.28,Negativno,Ne
961,18.50341,77.398187,14.1,-58.7,7.83,2.99,Negativno,Ne
962,18.47786,77.395825,5.3,-48.6,7.25,1.55,Negativno,Ne
963,18.462513,77.390792,13.7,-64.4,7.02,1.19,Negativno,Ne
964,18.487082,77.395523,1.4,-48.1,7.11,1.84,Negativno,Ne
965,18.479164,77.395607,6.7,-35.0,6.08,0.69,Negativno,Da
966,18.466277,77.400216,12.9,-59.7,6.69,3.72,Negativno,Da
967,18.480636,77.37498,10.0,-57.6,6.46,1.33,Negativno,Da
968,18.486588,77.38296,2.2,-39.5,7.33,1.2,Negativno,Ne
969,18.483416,77.403122,10.2,-57.8,6.31,0.63,Pozitivno,Ne
970,18.476155,77.38413,8.5,-86.0,7.15,0.94,Negativno,Ne
971,18.483276,77.375709,5.5,-40.5,6.94,3.95,Negativno,Da
972,18.469646,77.399683,11.1,-34.6,6.94,0.78,Negativno,Ne
973,18.467464,77.397401,2.5,-55.9,6.99,2.69,Negativno,Ne
974,18.471617,77.391219,12.3,-34.8,7.25,5.51,Negativno,Ne
975,18.466231,77.383101,12.0,-72.6,7.04,3.74,Negativno,Ne
976,18.483795,77.392449,11.5,-28.7,6.85,3.93,Pozitivno,Ne
977,18.485973,77.378459,6.1,-13.0,7.97,6.281932953487157,Pozitivno,Da
978,18.467546,77.392561,10.0,-47.3,7.18,2.96,Negativno,Ne
979,18.481764,77.387768,1.2,-24.1,7.94,1.82,Negativno,Ne
980,18.492341,77.414965,11.9,-35.1,7.55,3.57,Negativno,Ne
981,18.490258,77.389475,1.3,-49.8,7.35,4.16,Pozitivno,Ne
982,18.489705,77.391993,12.4,-67.9,7.65,2.26,Negativno,Ne
983,18.478895,77.402574,12.8,-52.3,6.47,1.68,Negativno,Ne
984,18.468846,77.385093,11.3,-17.9,6.47,7.640217924749077,Pozitivno,Da
985,18.501961,77.380441,7.4,-59.1,6.98,1.53,Negativno,Ne
986,18.467613,77.38843,7.6,-38.7,8.11,2.94,Negativno,Ne
987,18.481498,77.39868,13.0,-40.3,6.69,5.38,Negativno,Ne
988,18.473884,77.388088,7.6,-51.3,7.31,4.95,Negativno,Ne
989,18.488076,77.384332,2.5,-79.9,6.69,4.89,Pozitivno,Ne
990,18.489244,77.393247,8.8,-32.7,7.19,2.22,Negativno,Ne
991,18.466633,77.387298,8.2,-46.4,7.34,1.98,Negativno,Ne
992,18.485499,77.395913,11.9,-55.2,7.35,3.55,Negativno,Ne
993,18.492071,77.407649,0.6,-43.7,6.86,3.47,Negativno,Ne
994,18.479223,77.393009,7.7,-61.2,6.42,3.33,Negativno,Ne
995,18.483895,77.384953,13.1,-48.2,6.99,3.89,Negativno,Ne
996,18.481013,77.411954,7.1,-58.6,7.52,4.95,Negativno,Ne
997,18.489637,77.400719,9.6,-47.5,6.71,3.75,Negativno,Ne
998,18.485648,77.402979,4.6,-55.8,6.47,1.24,Negativno,Ne
999,18.480574,77.39044,8.8,-69.8,7.58,5.91,Negativno,Ne
1000,18.476049,77.392883,12.1,-77.7,6.91,3.42,Negativno,Ne
1001,18.500259,77.404123,1.3,-64.3,7.27,1.82,Negativno,Ne
1002,18.478538,77.373691,3.5,-57.8,6.86,5.96,Negativno,Ne
1003,18.475562,77.395991,12.7,-61.7,6.62,1.87,Negativno,Ne
1004,18.471107,77.385428,13.6,-41.0,7.67,2.72,Negativno,Ne
1005,18.477141,77.384192,3.6,-91.8,6.68,2.13,Negativno,Ne
1006,18.454411,77.383452,6.9,-53.7,6.82,0.83,Negativno,Ne
1007,18.467767,77.405049,5.8,-37.6,7.04,2.82,Negativno,Ne
1008,18.474296,77.400718,11.6,-69.8,6.72,2.59,Negativno,Ne
1009,18.487992,77.379949,11.8,-56.6,6.24,2.15,Negativno,Ne
1010,18.466294,77.397286,1.5,-37.0,6.85,5.54,Negativno,Ne
1011,18.488131,77.399837,11.4,-38.4,6.38,3.17,Negativno,Ne
1012,18.476187,77.390819,3.3,-60.0,7.53,0.29,Negativno,Ne
1013,18.460248,77.398044,2.1,-51.9,6.76,0.67,Negativno,Ne
1014,18.478822,77.391847,9.0,-40.4,7.51,0.8,Negativno,Ne
1015,18.493833,77.387905,3.4,-78.2,7.24,5.12,Negativno,Ne
1016,18.490402,77.384817,13.4,-67.6,7.54,5.42,Pozitivno,Ne
1017,18.49237,77.384858,3.8,-41.7,6.8,3.52,Negativno,Ne
1018,18.478327,77.40035,1.3,-43.8,7.03,3.51,Negativno,Ne
1019,18.468443,77.39904,13.3,-65.6,7.37,2.95,Negativno,Da
1020,18.479505,77.404563,14.1,-70.2,6.51,5.81,Negativno,Ne
1021,18.471155,77.415894,3.8,-64.8,6.93,0.27,Negativno,Ne
1022,18.494611,77.391413,13.2,-50.3,7.3,4.85,Negativno,Ne
1023,18.467591,77.380536,14.3,-58.0,7.13,2.37,Negativno,Ne
1024,18.487277,77.378611,6.3,-45.2,7.45,1.12,Negativno,Ne
1025,18.477556,77.399074,12.8,-46.1,6.79,0.66,Negativno,Ne
1026,18.475033,77.392396,1.7,-64.3,7.12,3.0,Pozitivno,Ne
1027,18.485371,77.409024,1.2,-17.0,6.77,1.38,Negativno,Ne
1028,18.488248,77.380093,6.1,-66.0,6.78,0.76,Negativno,Ne
1029,18.476738,77.39656,10.4,-73.9,6.97,0.67,Negativno,Ne
1030,18.483951,77.393397,8.0,-57.3,6.7,2.51,Negativno,Ne
1031,18.464237,77.389131,6.3,-31.2,5.98,0.42,Negativno,Da
1032,18.490446,77.385568,7.9,-54.8,6.67,2.47,Negativno,Ne
1033,18.464916,77.389108,12.8,-55.5,6.97,4.54,Negativno,Ne
1034,18.472437,77.380453,3.8,-41.4,6.68,3.01,Negativno,Ne
1035,18.489285,77.390366,13.7,-31.0,7.27,2.67,Negativno,Ne
1036,18.460508,77.393252,9.9,-22.0,6.88,5.77,Negativno,Ne
1037,18.4654,77.388239,0.7,-42.0,7.03,1.9,Negativno,Ne
1038,18.468898,77.384324,1.9,-16.2,7.48,8.670217924749076,Pozitivno,Da
1039,18.489117,77.401479,13.9,-60.0,7.14,3.54,Negativno,Ne
1040,18.469522,77.396515,8.4,-41.9,7.11,5.29,Negativno,Ne
1041,18.486008,77.372251,7.5,-33.3,6.71,4.04,Negativno,Ne
1042,18.497476,77.378399,12.0,-42.7,7.3,5.49,Negativno,Ne
1043,18.477403,77.393021,9.8,-52.0,6.95,3.8,Negativno,Ne
1044,18.471092,77.400717,5.7,-66.6,6.86,5.36,Pozitivno,Ne
1045,18.480028,77.386655,7.7,-34.3,7.74,0.95,Negativno,Ne
1046,18.473223,77.378322,12.2,-24.7,6.62,5.15,Negativno,Ne
1047,18.45336,77.396949,12.5,-30.0,7.86,0.93,Negativno,Ne
1048,18.499317,77.391698,9.6,-50.4,7.32,3.08,Negativno,Ne
1049,18.473515,77.39226,5.4,-43.4,6.96,1.94,Negativno,Ne
1050,18.478732,77.398252,7.9,-41.3,6.44,3.9,Negativno,Ne
1051,18.481742,77.398078,4.5,-61.8,6.73,4.21,Negativno,Ne
1052,18.459643,77.391955,13.1,-60.1,6.72,2.37,Negativno,Ne
1053,18.481026,77.374373,1.6,-75.2,7.95,2.57,Negativno,Ne
1054,18.476917,77.378189,11.8,-46.8,6.58,3.74,Negativno,Ne
1055,18.480971,77.402684,6.1,-54.7,7.33,5.58,Negativno,Ne
1056,18.477046,77.383341,13.2,-35.1,6.01,0.82,Negativno,Ne
1057,18.458652,77.400355,3.9,-65.0,7.01,1.87,Negativno,Ne
1058,18.484832,77.382901,2.4,-55.5,6.64,0.84,Negativno,Ne
1059,18.488684,77.381621,2.5,-50.2,7.91,2.1,Negativno,Ne
1060,18.486273,77.389761,0.9,-31.5,7.4,5.76,Negativno,Ne
1061,18.469043,77.396772,3.2,-60.9,7.42,2.8,Negativno,Ne
1062,18.481731,77.399024,4.6,-18.9,7.18,3.96,Negativno,Ne
1063,18.46851,77.392215,6.4,-48.0,6.84,0.46,Pozitivno,Ne
1064,18.482479,77.388145,5.5,-63.9,6.52,5.57,Negativno,Ne
1065,18.492669,77.388787,1.8,-45.7,7.05,3.77,Negativno,Ne
1066,18.480586,77.389203,2.2,-43.1,7.02,3.6,Negativno,Ne
1067,18.473962,77.376488,9.5,-66.8,6.66,1.91,Negativno,Ne
1068,18.477386,77.381098,1.0,-39.0,6.71,3.78,Negativno,Ne
1069,18.495501,77.391554,3.6,-49.8,7.73,0.74,Negativno,Ne
1070,18.474187,77.39866,10.0,-48.2,7.06,2.97,Negativno,Ne
1071,18.473274,77.378304,13.6,-32.3,6.4,4.18,Negativno,Ne
1072,18.47872,77.400223,7.1,-55.4,7.16,4.9,Pozitivno,Ne
1073,18.455396,77.396104,2.3,-66.3,6.7,0.43,Negativno,Ne
1074,18.477973,77.388337,13.4,-17.5,5.97,3.6,Negativno,Ne
1075,18.477137,77.386678,8.8,-35.8,6.97,5.26,Negativno,Ne
1076,18.471838,77.393422,13.6,-63.5,6.84,1.6,Negativno,Ne
1077,18.480343,77.393777,5.4,-63.5,7.42,4.76,Negativno,Ne
1078,18.468798,77.403051,14.7,-67.1,7.23,2.36,Negativno,Ne
1079,18.465441,77.407993,10.7,-54.3,7.19,2.68,Negativno,Ne
1080,18.462127,77.397335,1.9,-45.2,7.01,5.76,Negativno,Ne
1081,18.466936,77.383582,2.5,-47.3,7.33,2.95,Negativno,Ne
1082,18.481228,77.365798,5.3,-62.4,7.04,3.03,Negativno,Ne
1083,18.469983,77.406252,13.2,-60.3,6.49,4.42,Negativno,Ne
1084,18.490115,77.378958,12.1,-74.3,7.35,0.73,Negativno,Da
1085,18.492804,77.378691,4.8,-40.8,6.2,1.39,Negativno,Ne
1086,18.459491,77.382706,9.8,-45.7,7.54,4.49,Pozitivno,Ne
1087,18.493901,77.401582,13.2,-61.7,6.28,3.39,Negativno,Ne
